complaint_id,department,language,complaint_text,sentiment,urgency_score,state,district
RD_EN_00024,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.31,Tamil Nadu,Trichy
RD_EN_00025,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.31,Tamil Nadu,Karur
RD_EN_00026,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.38,Tamil Nadu,Coimbatore
RD_EN_00027,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.43,Tamil Nadu,Salem
RD_EN_00028,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.35,Tamil Nadu,Trichy
RD_EN_00029,Public Works (Roads),English,Road surface peeling off,Negative,0.86,Tamil Nadu,Trichy
RD_EN_00030,Public Works (Roads),English,No proper road lighting at night,Negative,0.78,Tamil Nadu,Trichy
RD_EN_00031,Public Works (Roads),English,Large potholes on the main road,Neutral,0.34,Tamil Nadu,Salem
RD_EN_00032,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.48,Tamil Nadu,Karur
RD_EN_00033,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.68,Tamil Nadu,Trichy
RD_EN_00034,Public Works (Roads),English,No proper road lighting at night,Neutral,0.57,Tamil Nadu,Erode
RD_EN_00035,Public Works (Roads),English,Construction debris blocking the road,Negative,0.97,Tamil Nadu,Erode
RD_EN_00036,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.79,Tamil Nadu,Trichy
RD_EN_00037,Public Works (Roads),English,Construction debris blocking the road,Negative,0.74,Tamil Nadu,Trichy
RD_EN_00038,Public Works (Roads),English,Construction debris blocking the road,Negative,0.95,Tamil Nadu,Erode
RD_EN_00039,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.67,Tamil Nadu,Erode
RD_EN_00040,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.35,Tamil Nadu,Salem
RD_EN_00041,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.76,Tamil Nadu,Karur
RD_EN_00042,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.75,Tamil Nadu,Trichy
RD_EN_00043,Public Works (Roads),English,No proper road lighting at night,Neutral,0.37,Tamil Nadu,Karur
RD_EN_00044,Public Works (Roads),English,Street road completely broken after rain,Negative,0.67,Tamil Nadu,Coimbatore
RD_EN_00045,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.91,Tamil Nadu,Trichy
RD_EN_00046,Public Works (Roads),English,Street road completely broken after rain,Negative,0.94,Tamil Nadu,Karur
RD_EN_00047,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.87,Tamil Nadu,Erode
RD_EN_00048,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.79,Tamil Nadu,Coimbatore
RD_EN_00049,Public Works (Roads),English,No proper road lighting at night,Neutral,0.5,Tamil Nadu,Salem
RD_EN_00050,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.45,Tamil Nadu,Salem
RD_EN_00051,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.37,Tamil Nadu,Coimbatore
RD_EN_00052,Public Works (Roads),English,Road surface peeling off,Negative,0.67,Tamil Nadu,Trichy
RD_EN_00053,Public Works (Roads),English,Street road completely broken after rain,Negative,0.87,Tamil Nadu,Karur
RD_EN_00054,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.58,Tamil Nadu,Salem
RD_EN_00055,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.53,Tamil Nadu,Salem
RD_EN_00056,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.4,Tamil Nadu,Erode
RD_EN_00057,Public Works (Roads),English,Road surface peeling off,Neutral,0.4,Tamil Nadu,Karur
RD_EN_00058,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.81,Tamil Nadu,Coimbatore
RD_EN_00059,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.91,Tamil Nadu,Trichy
RD_EN_00060,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.3,Tamil Nadu,Coimbatore
RD_EN_00061,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.31,Tamil Nadu,Coimbatore
RD_EN_00062,Public Works (Roads),English,Street road completely broken after rain,Negative,0.93,Tamil Nadu,Karur
RD_EN_00063,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.54,Tamil Nadu,Salem
RD_EN_00064,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.47,Tamil Nadu,Karur
RD_EN_00065,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.96,Tamil Nadu,Coimbatore
RD_EN_00066,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.89,Tamil Nadu,Erode
RD_EN_00067,Public Works (Roads),English,Street road completely broken after rain,Negative,0.85,Tamil Nadu,Trichy
RD_EN_00068,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.58,Tamil Nadu,Trichy
RD_EN_00069,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.67,Tamil Nadu,Salem
RD_EN_00070,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.69,Tamil Nadu,Trichy
RD_EN_00071,Public Works (Roads),English,Large potholes on the main road,Neutral,0.45,Tamil Nadu,Salem
RD_EN_00072,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.45,Tamil Nadu,Erode
RD_EN_00073,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.91,Tamil Nadu,Karur
RD_EN_00074,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.31,Tamil Nadu,Erode
RD_EN_00075,Public Works (Roads),English,Construction debris blocking the road,Negative,0.82,Tamil Nadu,Coimbatore
RD_EN_00076,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.38,Tamil Nadu,Coimbatore
RD_EN_00077,Public Works (Roads),English,Road surface peeling off,Neutral,0.4,Tamil Nadu,Salem
RD_EN_00078,Public Works (Roads),English,Construction debris blocking the road,Negative,0.9,Tamil Nadu,Karur
RD_EN_00079,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.36,Tamil Nadu,Erode
RD_EN_00080,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.4,Tamil Nadu,Coimbatore
RD_EN_00081,Public Works (Roads),English,Street road completely broken after rain,Negative,0.62,Tamil Nadu,Trichy
RD_EN_00082,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.56,Tamil Nadu,Erode
RD_EN_00083,Public Works (Roads),English,Large potholes on the main road,Neutral,0.59,Tamil Nadu,Erode
RD_EN_00084,Public Works (Roads),English,Road surface peeling off,Negative,1.0,Tamil Nadu,Coimbatore
RD_EN_00085,Public Works (Roads),English,Large potholes on the main road,Negative,0.98,Tamil Nadu,Salem
RD_EN_00086,Public Works (Roads),English,Large potholes on the main road,Negative,0.66,Tamil Nadu,Karur
RD_EN_00087,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.52,Tamil Nadu,Salem
RD_EN_00088,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.35,Tamil Nadu,Salem
RD_EN_00089,Public Works (Roads),English,Large potholes on the main road,Neutral,0.55,Tamil Nadu,Trichy
RD_EN_00090,Public Works (Roads),English,Street road completely broken after rain,Negative,0.77,Tamil Nadu,Trichy
RD_EN_00091,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.59,Tamil Nadu,Coimbatore
RD_EN_00092,Public Works (Roads),English,Road surface peeling off,Neutral,0.46,Tamil Nadu,Erode
RD_EN_00093,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.52,Tamil Nadu,Trichy
RD_EN_00094,Public Works (Roads),English,Street road completely broken after rain,Negative,0.65,Tamil Nadu,Karur
RD_EN_00095,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.36,Tamil Nadu,Erode
RD_EN_00096,Public Works (Roads),English,Large potholes on the main road,Negative,0.87,Tamil Nadu,Karur
RD_EN_00097,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.47,Tamil Nadu,Trichy
RD_EN_00098,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.68,Tamil Nadu,Trichy
RD_EN_00099,Public Works (Roads),English,Construction debris blocking the road,Negative,0.61,Tamil Nadu,Salem
RD_EN_00100,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.38,Tamil Nadu,Karur
RD_EN_00101,Public Works (Roads),English,No proper road lighting at night,Neutral,0.49,Tamil Nadu,Karur
RD_EN_00102,Public Works (Roads),English,No proper road lighting at night,Neutral,0.49,Tamil Nadu,Erode
RD_EN_00103,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.59,Tamil Nadu,Coimbatore
RD_EN_00104,Public Works (Roads),English,No proper road lighting at night,Negative,0.87,Tamil Nadu,Erode
RD_EN_00105,Public Works (Roads),English,Road surface peeling off,Negative,0.88,Tamil Nadu,Coimbatore
RD_EN_00106,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.42,Tamil Nadu,Erode
RD_EN_00107,Public Works (Roads),English,No proper road lighting at night,Negative,0.74,Tamil Nadu,Erode
RD_EN_00108,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.85,Tamil Nadu,Karur
RD_EN_00109,Public Works (Roads),English,No proper road lighting at night,Neutral,0.49,Tamil Nadu,Coimbatore
RD_EN_00110,Public Works (Roads),English,Road surface peeling off,Negative,0.68,Tamil Nadu,Erode
RD_EN_00111,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.87,Tamil Nadu,Trichy
RD_EN_00112,Public Works (Roads),English,Construction debris blocking the road,Negative,0.85,Tamil Nadu,Erode
RD_EN_00113,Public Works (Roads),English,Large potholes on the main road,Negative,0.63,Tamil Nadu,Salem
RD_EN_00114,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.56,Tamil Nadu,Erode
RD_EN_00115,Public Works (Roads),English,Large potholes on the main road,Negative,0.96,Tamil Nadu,Salem
RD_EN_00116,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.43,Tamil Nadu,Coimbatore
RD_EN_00117,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.4,Tamil Nadu,Salem
RD_EN_00118,Public Works (Roads),English,Construction debris blocking the road,Negative,0.87,Tamil Nadu,Karur
RD_EN_00119,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.37,Tamil Nadu,Salem
RD_EN_00120,Public Works (Roads),English,Road surface peeling off,Neutral,0.53,Tamil Nadu,Trichy
RD_EN_00121,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.58,Tamil Nadu,Erode
RD_EN_00122,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.98,Tamil Nadu,Trichy
RD_EN_00123,Public Works (Roads),English,No proper road lighting at night,Neutral,0.47,Tamil Nadu,Karur
RD_EN_00124,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.41,Tamil Nadu,Salem
RD_EN_00125,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.62,Tamil Nadu,Erode
RD_EN_00126,Public Works (Roads),English,Large potholes on the main road,Negative,0.77,Tamil Nadu,Coimbatore
RD_EN_00127,Public Works (Roads),English,Street road completely broken after rain,Negative,0.76,Tamil Nadu,Coimbatore
RD_EN_00128,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.5,Tamil Nadu,Trichy
RD_EN_00129,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.81,Tamil Nadu,Trichy
RD_EN_00130,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.94,Tamil Nadu,Erode
RD_EN_00131,Public Works (Roads),English,No proper road lighting at night,Negative,0.64,Tamil Nadu,Salem
RD_EN_00132,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.41,Tamil Nadu,Trichy
RD_EN_00133,Public Works (Roads),English,No proper road lighting at night,Negative,0.93,Tamil Nadu,Erode
RD_EN_00134,Public Works (Roads),English,Large potholes on the main road,Negative,0.84,Tamil Nadu,Karur
RD_EN_00135,Public Works (Roads),English,Large potholes on the main road,Negative,0.77,Tamil Nadu,Karur
RD_EN_00136,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.36,Tamil Nadu,Erode
RD_EN_00137,Public Works (Roads),English,Construction debris blocking the road,Negative,0.93,Tamil Nadu,Karur
RD_EN_00138,Public Works (Roads),English,Road surface peeling off,Neutral,0.5,Tamil Nadu,Trichy
RD_EN_00139,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.33,Tamil Nadu,Salem
RD_EN_00140,Public Works (Roads),English,Construction debris blocking the road,Negative,0.81,Tamil Nadu,Coimbatore
RD_EN_00141,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.84,Tamil Nadu,Coimbatore
RD_EN_00142,Public Works (Roads),English,Road surface peeling off,Neutral,0.36,Tamil Nadu,Trichy
RD_EN_00143,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.49,Tamil Nadu,Trichy
RD_EN_00144,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.57,Tamil Nadu,Erode
RD_EN_00145,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.55,Tamil Nadu,Coimbatore
RD_EN_00146,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.34,Tamil Nadu,Coimbatore
RD_EN_00147,Public Works (Roads),English,Road surface peeling off,Negative,0.64,Tamil Nadu,Salem
RD_EN_00148,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.56,Tamil Nadu,Erode
RD_EN_00149,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.43,Tamil Nadu,Erode
RD_EN_00150,Public Works (Roads),English,Construction debris blocking the road,Negative,0.71,Tamil Nadu,Trichy
RD_EN_00151,Public Works (Roads),English,No proper road lighting at night,Neutral,0.55,Tamil Nadu,Karur
RD_EN_00152,Public Works (Roads),English,No proper road lighting at night,Negative,0.82,Tamil Nadu,Salem
RD_EN_00153,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.81,Tamil Nadu,Karur
RD_EN_00154,Public Works (Roads),English,No proper road lighting at night,Negative,0.78,Tamil Nadu,Salem
RD_EN_00155,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.58,Tamil Nadu,Trichy
RD_EN_00156,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.56,Tamil Nadu,Erode
RD_EN_00157,Public Works (Roads),English,Large potholes on the main road,Neutral,0.44,Tamil Nadu,Salem
RD_EN_00158,Public Works (Roads),English,Construction debris blocking the road,Negative,0.86,Tamil Nadu,Trichy
RD_EN_00159,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.39,Tamil Nadu,Coimbatore
RD_EN_00160,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.88,Tamil Nadu,Trichy
RD_EN_00161,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.38,Tamil Nadu,Salem
RD_EN_00162,Public Works (Roads),English,Road surface peeling off,Negative,0.64,Tamil Nadu,Erode
RD_EN_00163,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.37,Tamil Nadu,Erode
RD_EN_00164,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.5,Tamil Nadu,Karur
RD_EN_00165,Public Works (Roads),English,Road surface peeling off,Neutral,0.56,Tamil Nadu,Erode
RD_EN_00166,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.74,Tamil Nadu,Erode
RD_EN_00167,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.37,Tamil Nadu,Karur
RD_EN_00168,Public Works (Roads),English,No proper road lighting at night,Negative,0.69,Tamil Nadu,Erode
RD_EN_00169,Public Works (Roads),English,Road surface peeling off,Negative,0.83,Tamil Nadu,Salem
RD_EN_00170,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.57,Tamil Nadu,Trichy
RD_EN_00171,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.37,Tamil Nadu,Trichy
RD_EN_00172,Public Works (Roads),English,No proper road lighting at night,Negative,0.81,Tamil Nadu,Karur
RD_EN_00173,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.37,Tamil Nadu,Salem
RD_EN_00174,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.32,Tamil Nadu,Erode
RD_EN_00175,Public Works (Roads),English,Street road completely broken after rain,Negative,0.88,Tamil Nadu,Karur
RD_EN_00176,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.55,Tamil Nadu,Trichy
RD_EN_00177,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.65,Tamil Nadu,Coimbatore
RD_EN_00178,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.41,Tamil Nadu,Erode
RD_EN_00179,Public Works (Roads),English,Large potholes on the main road,Negative,0.84,Tamil Nadu,Salem
RD_EN_00180,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.66,Tamil Nadu,Coimbatore
RD_EN_00181,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.5,Tamil Nadu,Erode
RD_EN_00182,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.37,Tamil Nadu,Erode
RD_EN_00183,Public Works (Roads),English,Construction debris blocking the road,Negative,0.68,Tamil Nadu,Salem
RD_EN_00184,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.9,Tamil Nadu,Karur
RD_EN_00185,Public Works (Roads),English,No proper road lighting at night,Neutral,0.53,Tamil Nadu,Karur
RD_EN_00186,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.93,Tamil Nadu,Salem
RD_EN_00187,Public Works (Roads),English,Street road completely broken after rain,Negative,0.94,Tamil Nadu,Trichy
RD_EN_00188,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.79,Tamil Nadu,Trichy
RD_EN_00189,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.91,Tamil Nadu,Trichy
RD_EN_00190,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.85,Tamil Nadu,Erode
RD_EN_00191,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.86,Tamil Nadu,Salem
RD_EN_00192,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.32,Tamil Nadu,Coimbatore
RD_EN_00193,Public Works (Roads),English,No proper road lighting at night,Negative,0.61,Tamil Nadu,Salem
RD_EN_00194,Public Works (Roads),English,Road accident happened due to poor condition,Negative,0.91,Tamil Nadu,Erode
RD_EN_00195,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.96,Tamil Nadu,Salem
RD_EN_00196,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.6,Tamil Nadu,Coimbatore
RD_EN_00197,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.96,Tamil Nadu,Karur
RD_EN_00198,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.32,Tamil Nadu,Erode
RD_EN_00199,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.94,Tamil Nadu,Coimbatore
RD_EN_00200,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.37,Tamil Nadu,Salem
RD_EN_00201,Public Works (Roads),English,Large potholes on the main road,Negative,0.96,Tamil Nadu,Erode
RD_EN_00202,Public Works (Roads),English,Large potholes on the main road,Negative,0.78,Tamil Nadu,Erode
RD_EN_00203,Public Works (Roads),English,Road surface peeling off,Negative,1.0,Tamil Nadu,Coimbatore
RD_EN_00204,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.55,Tamil Nadu,Karur
RD_EN_00205,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.57,Tamil Nadu,Salem
RD_EN_00206,Public Works (Roads),English,Construction debris blocking the road,Neutral,0.42,Tamil Nadu,Erode
RD_EN_00207,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.41,Tamil Nadu,Trichy
RD_EN_00208,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.55,Tamil Nadu,Coimbatore
RD_EN_00209,Public Works (Roads),English,Road surface peeling off,Negative,0.92,Tamil Nadu,Salem
RD_EN_00210,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.54,Tamil Nadu,Karur
RD_EN_00211,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.89,Tamil Nadu,Trichy
RD_EN_00212,Public Works (Roads),English,Large potholes on the main road,Negative,0.79,Tamil Nadu,Salem
RD_EN_00213,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.52,Tamil Nadu,Coimbatore
RD_EN_00214,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.82,Tamil Nadu,Erode
RD_EN_00215,Public Works (Roads),English,Construction debris blocking the road,Negative,0.91,Tamil Nadu,Trichy
RD_EN_00216,Public Works (Roads),English,No proper road lighting at night,Neutral,0.4,Tamil Nadu,Karur
RD_EN_00217,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.32,Tamil Nadu,Salem
RD_EN_00218,Public Works (Roads),English,Construction debris blocking the road,Negative,0.86,Tamil Nadu,Coimbatore
RD_EN_00219,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.37,Tamil Nadu,Coimbatore
RD_EN_00220,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.54,Tamil Nadu,Trichy
RD_EN_00221,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.3,Tamil Nadu,Erode
RD_EN_00222,Public Works (Roads),English,Construction debris blocking the road,Negative,0.67,Tamil Nadu,Salem
RD_EN_00223,Public Works (Roads),English,Road surface peeling off,Neutral,0.54,Tamil Nadu,Trichy
RD_EN_00224,Public Works (Roads),English,Street road completely broken after rain,Negative,0.71,Tamil Nadu,Salem
RD_EN_00225,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.44,Tamil Nadu,Karur
RD_EN_00226,Public Works (Roads),English,Large potholes on the main road,Negative,0.85,Tamil Nadu,Salem
RD_EN_00227,Public Works (Roads),English,Street road completely broken after rain,Neutral,0.55,Tamil Nadu,Karur
RD_EN_00228,Public Works (Roads),English,No proper road lighting at night,Negative,0.85,Tamil Nadu,Trichy
RD_EN_00229,Public Works (Roads),English,Large potholes on the main road,Neutral,0.45,Tamil Nadu,Salem
RD_EN_00230,Public Works (Roads),English,Large potholes on the main road,Negative,0.9,Tamil Nadu,Coimbatore
RD_EN_00231,Public Works (Roads),English,Road repair work incomplete for many days,Negative,0.78,Tamil Nadu,Salem
RD_EN_00232,Public Works (Roads),English,Road damaged severely causing traffic issues,Neutral,0.54,Tamil Nadu,Erode
RD_EN_00233,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.41,Tamil Nadu,Trichy
RD_EN_00234,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.91,Tamil Nadu,Erode
RD_EN_00235,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.57,Tamil Nadu,Salem
RD_EN_00236,Public Works (Roads),English,Footpath damaged and unsafe for walking,Negative,0.69,Tamil Nadu,Salem
RD_EN_00237,Public Works (Roads),English,Construction debris blocking the road,Negative,0.93,Tamil Nadu,Salem
RD_EN_00238,Public Works (Roads),English,Large potholes on the main road,Negative,0.88,Tamil Nadu,Erode
RD_EN_00239,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.58,Tamil Nadu,Coimbatore
RD_EN_00240,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.53,Tamil Nadu,Trichy
RD_EN_00241,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.86,Tamil Nadu,Salem
RD_EN_00242,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.4,Tamil Nadu,Coimbatore
RD_EN_00243,Public Works (Roads),English,Drainage water overflowing onto the road,Neutral,0.48,Tamil Nadu,Karur
RD_EN_00244,Public Works (Roads),English,Road accident happened due to poor condition,Neutral,0.47,Tamil Nadu,Trichy
RD_EN_00245,Public Works (Roads),English,Large potholes on the main road,Negative,0.69,Tamil Nadu,Karur
RD_EN_00246,Public Works (Roads),English,No proper road lighting at night,Neutral,0.41,Tamil Nadu,Erode
RD_EN_00247,Public Works (Roads),English,Drainage water overflowing onto the road,Negative,0.74,Tamil Nadu,Salem
RD_EN_00248,Public Works (Roads),English,Road damaged severely causing traffic issues,Negative,0.77,Tamil Nadu,Coimbatore
RD_EN_00249,Public Works (Roads),English,Street road completely broken after rain,Negative,0.92,Tamil Nadu,Salem
RD_EN_00250,Public Works (Roads),English,Street road completely broken after rain,Negative,0.64,Tamil Nadu,Coimbatore
RD_EN_00251,Public Works (Roads),English,No proper road lighting at night,Neutral,0.33,Tamil Nadu,Erode
RD_EN_00252,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.59,Tamil Nadu,Erode
RD_EN_00253,Public Works (Roads),English,No proper road lighting at night,Negative,0.89,Tamil Nadu,Trichy
RD_EN_00254,Public Works (Roads),English,Road repair work incomplete for many days,Neutral,0.39,Tamil Nadu,Coimbatore
RD_EN_00255,Public Works (Roads),English,Footpath damaged and unsafe for walking,Neutral,0.41,Tamil Nadu,Erode
